0.133414	0.133407	0.133372	0.133277	0.133083	0.132745	0.132225	0.131511	0.130631	0.129661	0.128716	0.127924	0.127382	0.127133	0.127165	0.127423	0.127839	0.128344	0.128882	0.129411	0.129903	0.130342	0.130720	0.131037	0.131297	0.131507	0.131676	0.131812	0.131923	0.132014	0.132090	0.132155	0.132213	0.132264	0.132313	0.132359	0.132405	0.132452	0.132500	0.132550	0.132601	0.132653	0.132705	0.132755	0.132801	0.132840	0.132870	0.132886	0.132885	0.132865	
0.133441	0.133434	0.133398	0.133302	0.133106	0.132764	0.132242	0.131524	0.130641	0.129667	0.128722	0.127929	0.127389	0.127143	0.127178	0.127439	0.127858	0.128365	0.128905	0.129436	0.129929	0.130369	0.130748	0.131066	0.131327	0.131538	0.131707	0.131843	0.131953	0.132042	0.132117	0.132179	0.132232	0.132279	0.132322	0.132361	0.132400	0.132437	0.132475	0.132513	0.132552	0.132591	0.132629	0.132666	0.132699	0.132726	0.132744	0.132751	0.132743	0.132719	
0.133478	0.133470	0.133431	0.133332	0.133130	0.132783	0.132253	0.131528	0.130637	0.129658	0.128710	0.127918	0.127380	0.127139	0.127179	0.127445	0.127869	0.128380	0.128924	0.129457	0.129953	0.130394	0.130775	0.131094	0.131355	0.131567	0.131736	0.131871	0.131980	0.132067	0.132138	0.132196	0.132244	0.132285	0.132320	0.132352	0.132381	0.132409	0.132436	0.132463	0.132491	0.132518	0.132545	0.132570	0.132593	0.132610	0.132620	0.132620	0.132607	0.132579	
0.133521	0.133511	0.133468	0.133362	0.133152	0.132794	0.132252	0.131515	0.130613	0.129626	0.128674	0.127883	0.127350	0.127115	0.127163	0.127437	0.127867	0.128384	0.128933	0.129470	0.129969	0.130414	0.130797	0.131119	0.131382	0.131595	0.131765	0.131900	0.132008	0.132093	0.132161	0.132215	0.132258	0.132292	0.132320	0.132343	0.132363	0.132382	0.132399	0.132416	0.132433	0.132450	0.132466	0.132482	0.132495	0.132504	0.132507	0.132500	0.132483	0.132452	
0.133567	0.133553	0.133504	0.133389	0.133166	0.132793	0.132234	0.131480	0.130563	0.129566	0.128610	0.127821	0.127294	0.127069	0.127127	0.127411	0.127850	0.128376	0.128931	0.129474	0.129979	0.130429	0.130816	0.131142	0.131408	0.131624	0.131796	0.131932	0.132039	0.132124	0.132189	0.132239	0.132277	0.132305	0.132326	0.132342	0.132354	0.132364	0.132372	0.132380	0.132388	0.132396	0.132403	0.132411	0.132416	0.132418	0.132414	0.132403	0.132381	0.132347	
0.133613	0.133595	0.133537	0.133409	0.133170	0.132777	0.132196	0.131421	0.130486	0.129476	0.128515	0.127730	0.127213	0.127000	0.127072	0.127368	0.127818	0.128353	0.128917	0.129469	0.129981	0.130438	0.130832	0.131163	0.131435	0.131654	0.131829	0.131967	0.132076	0.132159	0.132223	0.132270	0.132304	0.132328	0.132343	0.132353	0.132358	0.132361	0.132362	0.132362	0.132362	0.132362	0.132363	0.132363	0.132362	0.132358	0.132348	0.132332	0.132307	0.132270	
0.133658	0.133635	0.133567	0.133423	0.133163	0.132744	0.132137	0.131335	0.130378	0.129355	0.128390	0.127609	0.127104	0.126907	0.126995	0.127306	0.127770	0.128317	0.128892	0.129454	0.129976	0.130441	0.130843	0.131182	0.131460	0.131685	0.131865	0.132006	0.132116	0.132201	0.132263	0.132309	0.132340	0.132360	0.132371	0.132376	0.132376	0.132374	0.132369	0.132363	0.132358	0.132353	0.132347	0.132342	0.132336	0.132327	0.132313	0.132294	0.132265	0.132224	
0.133703	0.133674	0.133592	0.133428	0.133143	0.132694	0.132054	0.131221	0.130240	0.129201	0.128233	0.127459	0.126969	0.126791	0.126897	0.127226	0.127705	0.128266	0.128854	0.129428	0.129961	0.130438	0.130850	0.131198	0.131484	0.131716	0.131902	0.132047	0.132160	0.132246	0.132309	0.132353	0.132383	0.132401	0.132409	0.132411	0.132408	0.132402	0.132394	0.132384	0.132375	0.132366	0.132357	0.132348	0.132338	0.132326	0.132309	0.132286	0.132255	0.132212	
0.133748	0.133711	0.133614	0.133426	0.133111	0.132627	0.131950	0.131082	0.130072	0.129017	0.128045	0.127281	0.126809	0.126652	0.126779	0.127128	0.127625	0.128202	0.128804	0.129392	0.129938	0.130427	0.130851	0.131210	0.131506	0.131746	0.131938	0.132089	0.132205	0.132293	0.132358	0.132402	0.132432	0.132448	0.132456	0.132456	0.132451	0.132444	0.132434	0.132423	0.132412	0.132401	0.132390	0.132379	0.132367	0.132353	0.132334	0.132309	0.132275	0.132230	
0.133794	0.133748	0.133632	0.133418	0.133068	0.132544	0.131824	0.130916	0.129875	0.128803	0.127829	0.127077	0.126625	0.126491	0.126642	0.127013	0.127529	0.128124	0.128742	0.129345	0.129906	0.130409	0.130846	0.131217	0.131524	0.131773	0.131973	0.132129	0.132250	0.132341	0.132407	0.132453	0.132483	0.132500	0.132508	0.132508	0.132503	0.132495	0.132486	0.132475	0.132464	0.132454	0.132443	0.132432	0.132419	0.132403	0.132383	0.132357	0.132322	0.132276	
